,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
beta_intercept,-5.227,0.731,-6.671,-3.97,0.029,0.021,750.0,923.0,1.01
